,index,patch_number,name,patch_data,file_path,syx_file,has_fixed_freqs,id,wav_path,inaudible
816,903,27,WOOD BLOC,"{
    'name': 'WOOD BLOC',
    'modmatrix': [
		[0, 1, 1, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [17, 5, 5, 5, 5, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 12,
    'ol': [79, 55, 65, 70, 79, 97],
    'eg_rate': [
		[96, 96, 96, 96, 96, 96],
		[83, 93, 83, 93, 93, 34],
		[49, 49, 67, 80, 65, 44],
		[66, 66, 66, 66, 66, 66]
    ],
    'eg_level': [
		[99, 99, 99, 99, 60, 99],
		[90, 90, 90, 90, 90, 90],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [3, 2, 0, 3, 1, 3],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom4a.syx,rom4a.syx,False,903,DX7_YAMAHA/Factory patches/rom4a/27_WOOD BLOC.wav,False
817,905,29,LOG DRUM ,"{
    'name': 'LOG DRUM ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [2, 1, 1, 0, 0, 0],
    'fine': [2, 4, 2, 0, 0, 0],
    'detune': [1, -1, 3, 0, 0, 0],
    'transpose': -12,
    'ol': [10, 98, 98, 99, 99, 99],
    'eg_rate': [
		[56, 74, 90, 83, 99, 88],
		[77, 87, 58, 20, 77, 47],
		[50, 50, 50, 50, 42, 46],
		[41, 41, 41, 41, 35, 46]
    ],
    'eg_level': [
		[99, 87, 96, 99, 99, 99],
		[97, 27, 27, 27, 0, 0],
		[68, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom4a.syx,rom4a.syx,False,905,DX7_YAMAHA/Factory patches/rom4a/29_LOG DRUM .wav,False
818,906,30,GLOKENSPL,"{
    'name': 'GLOKENSPL',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [16, 4, 8, 1, 8, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 12,
    'ol': [72, 69, 97, 99, 82, 99],
    'eg_rate': [
		[94, 99, 99, 95, 99, 95],
		[56, 69, 71, 60, 46, 47],
		[24, 0, 0, 49, 35, 30],
		[55, 96, 97, 38, 0, 47]
    ],
    'eg_level': [
		[96, 99, 82, 99, 80, 99],
		[78, 0, 48, 81, 75, 92],
		[0, 0, 0, 0, 67, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [5, 5, 5, 7, 2, 1],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom4a.syx,rom4a.syx,False,906,DX7_YAMAHA/Factory patches/rom4a/30_GLOKENSPL.wav,False
819,907,31,VIBE     ,"{
    'name': 'VIBE     ',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 1, 0, 1, 1, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [14, 1, 1, 3, 1, 4],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 7, 6, 0, 0, 0],
    'transpose': 0,
    'ol': [62, 99, 99, 78, 99, 56],
    'eg_rate': [
		[99, 80, 80, 80, 80, 99],
		[48, 85, 85, 85, 85, 28],
		[99, 24, 24, 43, 24, 99],
		[50, 50, 50, 50, 50, 50]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[32, 90, 90, 74, 90, 25],
		[0, 42, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [7, 5, 3, 4, 3, 7],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom4a.syx,rom4a.syx,False,907,DX7_YAMAHA/Factory patches/rom4a/31_VIBE     .wav,False
820,908,1,E.GRAND 1,"{
    'name': 'E.GRAND 1',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [1, 1, 3, 5, 1, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [66, 70, 97, 71, 86, 99],
    'eg_rate': [
		[99, 90, 97, 90, 95, 96],
		[42, 68, 27, 27, 30, 30],
		[47, 20, 10, 20, 25, 25],
		[36, 43, 25, 50, 50, 50]
    ],
    'eg_level': [
		[99, 95, 99, 99, 99, 99],
		[53, 90, 86, 85, 75, 62],
		[0, 0, 48, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [4, 3, 0, 2, 2, 3],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,908,DX7_YAMAHA/Factory patches/rom3b/1_E.GRAND 1.wav,False
821,909,2,E.GRAND 2,"{
    'name': 'E.GRAND 2',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [3, 1, 1, 4, 1, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 4, 0, -2, 2, 0],
    'transpose': -12,
    'ol': [86, 80, 99, 78, 88, 99],
    'eg_rate': [
		[95, 83, 71, 95, 71, 88],
		[28, 28, 28, 28, 28, 28],
		[27, 27, 27, 27, 27, 27],
		[47, 50, 50, 47, 50, 50]
    ],
    'eg_level': [
		[99, 99, 99, 99, 91, 97],
		[90, 90, 90, 90, 90, 90],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [2, 2, 4, 3, 2, 4],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,909,DX7_YAMAHA/Factory patches/rom3b/2_E.GRAND 2.wav,False
822,910,3,HONKY TON,"{
    'name': 'HONKY TON',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 4,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [5, 1, 1, 7, 1, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [2, -7, 7, 7, -7, 6],
    'transpose': 0,
    'ol': [96, 87, 95, 99, 81, 91],
    'eg_rate': [
		[94, 98, 90, 94, 98, 90],
		[1, 20, 64, 80, 36, 30],
		[33, 6, 28, 19, 6, 28],
		[12, 2, 48, 12, 32, 50]
    ],
    'eg_level': [
		[4, 91, 99, 83, 91, 99],
		[19, 90, 97, 67, 90, 95],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [2, 2, 3, 2, 2, 4],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,910,DX7_YAMAHA/Factory patches/rom3b/3_HONKY TON.wav,False
823,911,4,E.PIANO 2,"{
    'name': 'E.PIANO 2',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [1, 11, 0, 1, 1, 1],
    'fine': [0, 0, 2, 0, 0, 0],
    'detune': [0, 2, -7, 1, 3, -1],
    'transpose': 0,
    'ol': [88, 53, 93, 99, 75, 99],
    'eg_rate': [
		[94, 94, 95, 80, 85, 90],
		[99, 38, 61, 70, 85, 85],
		[0, 34, 50, 35, 20, 20],
		[85, 68, 78, 55, 54, 54]
    ],
    'eg_level': [
		[99, 87, 99, 99, 99, 99],
		[99, 55, 0, 90, 93, 93],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 6, 7, 3, 2, 1],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,911,DX7_YAMAHA/Factory patches/rom3b/4_E.PIANO 2.wav,False
824,912,5,E.PIANO 3,"{
    'name': 'E.PIANO 3',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 4,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [11, 1, 14, 1, 1, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [60, 99, 32, 99, 74, 99],
    'eg_rate': [
		[90, 95, 97, 95, 95, 96],
		[52, 78, 68, 31, 99, 25],
		[25, 20, 13, 20, 0, 25],
		[54, 57, 54, 54, 54, 54]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[60, 95, 81, 80, 99, 75],
		[0, 0, 0, 0, 75, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [7, 2, 4, 1, 2, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,912,DX7_YAMAHA/Factory patches/rom3b/5_E.PIANO 3.wav,False
825,913,6,E.PIANO 4,"{
    'name': 'E.PIANO 4',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [3, 1, 14, 1, 2, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [75, 99, 32, 99, 74, 98],
    'eg_rate': [
		[90, 95, 97, 95, 95, 96],
		[52, 78, 68, 31, 99, 33],
		[25, 20, 13, 20, 0, 27],
		[54, 57, 54, 54, 54, 54]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[60, 95, 81, 80, 99, 75],
		[0, 0, 0, 0, 75, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [7, 2, 4, 1, 2, 2],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,913,DX7_YAMAHA/Factory patches/rom3b/6_E.PIANO 4.wav,False
826,914,7,CELESTE  ,"{
    'name': 'CELESTE  ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [7, 7, 8, 1, 5, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, -4, 0, 3],
    'transpose': 12,
    'ol': [87, 55, 91, 99, 60, 99],
    'eg_rate': [
		[99, 99, 90, 99, 99, 99],
		[77, 64, 57, 31, 33, 33],
		[55, 0, 0, 50, 46, 50],
		[0, 8, 33, 38, 50, 36]
    ],
    'eg_level': [
		[78, 82, 82, 99, 99, 99],
		[78, 48, 48, 80, 80, 80],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 2, 3, 7, 6, 7],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,914,DX7_YAMAHA/Factory patches/rom3b/7_CELESTE  .wav,False
827,915,8,FUNK CLAV,"{
    'name': 'FUNK CLAV',
    'modmatrix': [
		[0, 1, 1, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 3,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [19, 0, 2, 3, 0, 3],
    'fine': [0, 0, 0, 50, 0, 0],
    'detune': [0, -2, 0, 0, -1, 1],
    'transpose': 0,
    'ol': [53, 94, 84, 81, 92, 99],
    'eg_rate': [
		[98, 95, 95, 98, 95, 95],
		[87, 95, 92, 87, 95, 92],
		[0, 54, 28, 0, 0, 28],
		[0, 0, 60, 0, 0, 60]
    ],
    'eg_level': [
		[87, 99, 99, 87, 99, 99],
		[86, 96, 90, 86, 96, 90],
		[0, 89, 0, 0, 89, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 3, 4, 4, 4, 5],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,915,DX7_YAMAHA/Factory patches/rom3b/8_FUNK CLAV.wav,False
828,916,9,CLAV ENS ,"{
    'name': 'CLAV ENS ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 0,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [12, 0, 2, 5, 0, 0],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [3, 0, 0, 0, 7, 0],
    'transpose': 0,
    'ol': [67, 91, 90, 65, 88, 91],
    'eg_rate': [
		[93, 99, 95, 95, 99, 80],
		[5, 42, 99, 17, 39, 32],
		[17, 15, 23, 17, 21, 18],
		[30, 99, 84, 66, 30, 66]
    ],
    'eg_level': [
		[76, 99, 99, 99, 99, 99],
		[51, 61, 99, 95, 85, 95],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [3, 3, 4, 4, 3, 4],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,916,DX7_YAMAHA/Factory patches/rom3b/9_CLAV ENS .wav,False
829,917,10,PERC CLAV,"{
    'name': 'PERC CLAV',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [8, 0, 2, 4, 0, 0],
    'fine': [0, 0, 0, 50, 0, 0],
    'detune': [0, -2, 0, -3, -1, 1],
    'transpose': 0,
    'ol': [78, 99, 99, 64, 99, 99],
    'eg_rate': [
		[98, 95, 95, 98, 95, 95],
		[87, 95, 64, 87, 95, 92],
		[0, 0, 28, 0, 0, 28],
		[0, 0, 60, 0, 0, 60]
    ],
    'eg_level': [
		[87, 99, 99, 87, 99, 99],
		[86, 78, 80, 86, 96, 90],
		[0, 89, 0, 0, 89, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [5, 0, 2, 4, 3, 3],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,917,DX7_YAMAHA/Factory patches/rom3b/10_PERC CLAV.wav,False
830,918,11,HARPSICH ,"{
    'name': 'HARPSICH ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 1,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [5, 1, 4, 1, 1, 4],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, -1, 0, -1, 0, 0],
    'transpose': 0,
    'ol': [87, 83, 99, 85, 99, 89],
    'eg_rate': [
		[95, 95, 95, 95, 95, 95],
		[72, 28, 72, 28, 72, 28],
		[71, 27, 71, 27, 71, 27],
		[99, 47, 99, 47, 99, 47]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[97, 90, 97, 90, 97, 90],
		[91, 0, 91, 0, 91, 0],
		[98, 0, 98, 0, 98, 0]
    ],
    'sensitivity': [0, 3, 0, 2, 0, 2],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,918,DX7_YAMAHA/Factory patches/rom3b/11_HARPSICH .wav,False
831,919,12,E.ORGAN 2,"{
    'name': 'E.ORGAN 2',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 1, 1, 0, 1, 0],
    'feedback': 0,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [4, 2, 5, 2, 1, 0],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 1, 0],
    'transpose': 0,
    'ol': [75, 86, 71, 99, 99, 99],
    'eg_rate': [
		[99, 99, 99, 99, 99, 99],
		[61, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[99, 98, 98, 98, 98, 98]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[0, 99, 99, 99, 99, 99],
		[0, 99, 99, 99, 99, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 7, 7, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,919,DX7_YAMAHA/Factory patches/rom3b/12_E.ORGAN 2.wav,False
832,920,13,E.ORGAN 3,"{
    'name': 'E.ORGAN 3',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 1, 1, 0, 1, 0],
    'feedback': 0,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [7, 3, 1, 1, 2, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, -4, 4, 1, 0],
    'transpose': 0,
    'ol': [62, 99, 75, 99, 99, 99],
    'eg_rate': [
		[99, 99, 99, 99, 99, 99],
		[42, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[99, 98, 98, 98, 98, 98]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[0, 99, 99, 99, 99, 99],
		[0, 99, 99, 99, 99, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [7, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,920,DX7_YAMAHA/Factory patches/rom3b/13_E.ORGAN 3.wav,False
833,921,14,60-S ORGA,"{
    'name': '60-S ORGA',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 1, 1, 0, 1, 0],
    'feedback': 6,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [1, 3, 3, 3, 2, 0],
    'fine': [0, 0, 0, 0, 0, 99],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [73, 89, 90, 90, 90, 91],
    'eg_rate': [
		[99, 99, 99, 99, 99, 99],
		[98, 98, 98, 98, 98, 98],
		[10, 10, 10, 10, 10, 10],
		[99, 99, 99, 99, 99, 99]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,921,DX7_YAMAHA/Factory patches/rom3b/14_60-S ORGA.wav,False
834,922,15,PIPES   2,"{
    'name': 'PIPES   2',
    'modmatrix': [
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 1, 1, 1, 1, 0],
    'feedback': 3,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [4, 8, 2, 1, 4, 0],
    'fine': [1, 1, 1, 1, 1, 0],
    'detune': [0, 0, -1, 0, 0, 0],
    'transpose': 0,
    'ol': [58, 84, 98, 97, 99, 99],
    'eg_rate': [
		[89, 88, 62, 47, 85, 53],
		[80, 68, 80, 80, 30, 80],
		[22, 22, 22, 22, 57, 41],
		[65, 75, 50, 63, 64, 48]
    ],
    'eg_level': [
		[99, 70, 99, 99, 57, 99],
		[99, 70, 99, 99, 75, 97],
		[99, 70, 99, 99, 99, 99],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,922,DX7_YAMAHA/Factory patches/rom3b/15_PIPES   2.wav,False
835,923,16,PIPES   3,"{
    'name': 'PIPES   3',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 0,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [6, 2, 1, 2, 0, 1],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [79, 81, 72, 94, 83, 94],
    'eg_rate': [
		[99, 43, 99, 53, 99, 60],
		[99, 99, 99, 37, 97, 25],
		[99, 99, 25, 18, 62, 25],
		[45, 51, 50, 54, 54, 71]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 97, 90, 98],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,923,DX7_YAMAHA/Factory patches/rom3b/16_PIPES   3.wav,False
836,924,17,CALIOPE  ,"{
    'name': 'CALIOPE  ',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [4, 2, 2, 2, 4, 1],
    'fine': [78, 0, 0, 2, 15, 0],
    'detune': [1, 0, -7, 7, 0, 0],
    'transpose': 0,
    'ol': [77, 51, 70, 62, 70, 93],
    'eg_rate': [
		[71, 65, 61, 53, 59, 60],
		[64, 38, 25, 38, 53, 71],
		[98, 0, 25, 75, 62, 66],
		[61, 61, 60, 61, 54, 65]
    ],
    'eg_level': [
		[99, 99, 99, 88, 99, 82],
		[67, 0, 99, 44, 60, 75],
		[52, 0, 97, 24, 0, 95],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [2, 0, 0, 0, 2, 2],
    'has_fixed_freq': False,
}",DX7_YAMAHA/Factory patches/rom3b.syx,rom3b.syx,False,924,DX7_YAMAHA/Factory patches/rom3b/17_CALIOPE  .wav,False
