,id,wav_path,name,caption
445,482,DX7_YAMAHA/VRC Voice ROMs/vrc112a/18_GRACE STR.wav,GRACE STR,"String pad, which has a warm, full timbre with a slow attack and long, sustained decay."
446,483,DX7_YAMAHA/VRC Voice ROMs/vrc112a/19_GRACEVOIC.wav,GRACEVOIC,"Vocal pad, it possesses a warm, evolving timbre with a very slow attack and long sustain, creating an ethereal, almost human-like vocal texture."
447,484,DX7_YAMAHA/VRC Voice ROMs/vrc112a/20_SANCTUS  .wav,SANCTUS  ,"Choir pad, which features a warm, ethereal timbre with a subtle shimmering quality and a gradual, sustained envelope."
448,486,DX7_YAMAHA/VRC Voice ROMs/vrc112a/22_DIGI LOG .wav,DIGI LOG ,"Bell-like tone, which has a bright, somewhat metallic timbre with a sharp, percussive attack and a quick decay."
449,487,DX7_YAMAHA/VRC Voice ROMs/vrc112a/23_BALI GONG.wav,BALI GONG,"Gong, which has a bright, metallic timbre with a distinct percussive attack and a long, resonant decay."
450,489,DX7_YAMAHA/VRC Voice ROMs/vrc112a/25_MECHA KOT.wav,MECHA KOT,"Pitched metallic string instrument, which has a sharp, bright attack and a long, resonant, and ringing metallic decay."
451,490,DX7_YAMAHA/VRC Voice ROMs/vrc112a/26_MICHELLE .wav,MICHELLE ,"String pad, which has a warm, full timbre with a slow attack, a long sustain, and a gradual release."
452,491,DX7_YAMAHA/VRC Voice ROMs/vrc112a/27_ANTONIO  .wav,ANTONIO  ,"Bowed string instrument, which has a deep, resonant timbre with a slow, swelling attack and a long, smooth decay."
453,492,DX7_YAMAHA/VRC Voice ROMs/vrc112a/28_LONG HAIR.wav,LONG HAIR,"Digital pad, which has a bright, ethereal timbre and a very slow attack and long, drifting sustain."
454,493,DX7_YAMAHA/VRC Voice ROMs/vrc112a/29_SUS4 STRG.wav,SUS4 STRG,"String ensemble, which has a bright, slightly metallic timbre that gently swells into a sustained sound with a gradual release."
455,494,DX7_YAMAHA/VRC Voice ROMs/vrc112a/30_SPACE-TRI.wav,SPACE-TRI,"Digital pad, its timbre is clean and pure, with a gentle attack that gives way to an extended, reverberant decay, creating a spacious atmosphere."
456,496,DX7_YAMAHA/VRC Voice ROMs/vrc102b/0_TRUMPET  .wav,TRUMPET  ,"Trumpet, which has a bright, brassy timbre with a distinct, quick attack and a sustained decay."
457,497,DX7_YAMAHA/VRC Voice ROMs/vrc102b/1_P.TRUMPET.wav,P.TRUMPET,"Trumpet, which has a bright, brassy timbre with a distinct attack and a sustained, somewhat artificial release."
458,499,DX7_YAMAHA/VRC Voice ROMs/vrc102b/3_TPT.MUTE .wav,TPT.MUTE ,"Muted trumpet, which has a distinct, somewhat nasal and mellow brassy timbre with a clear attack and a sustained, gradual decay."
459,500,DX7_YAMAHA/VRC Voice ROMs/vrc102b/4_FLUGELHOR.wav,FLUGELHOR,"Digital brass instrument, which has a warm, mellow timbre with a soft attack and a smooth, sustained decay."
460,501,DX7_YAMAHA/VRC Voice ROMs/vrc102b/5_TROMBONE .wav,TROMBONE ,"Brass instrument, which has a bright, full-bodied, and somewhat buzzy timbre with a strong, fast attack and a relatively quick decay."
461,502,DX7_YAMAHA/VRC Voice ROMs/vrc102b/6_TROMBONE .wav,TROMBONE ,"Trombone, which has a rich, brassy timbre with a somewhat slow attack and sustained envelope, mimicking a real wind instrument."
462,503,DX7_YAMAHA/VRC Voice ROMs/vrc102b/7_TROMBONE .wav,TROMBONE ,"A trombone, which has a bright, brassy timbre with a clear attack and a sustained envelope."
463,504,DX7_YAMAHA/VRC Voice ROMs/vrc102b/8_TRB.MUTE .wav,TRB.MUTE ,"Muted brass instrument, which has a bright and somewhat nasal timbre and a moderately fast attack that blooms into a sustained decay."
464,505,DX7_YAMAHA/VRC Voice ROMs/vrc102b/9_TRB.MUTE .wav,TRB.MUTE ,"Muted trumpet, which has a distinct nasal and somewhat thin timbre with a moderately fast attack and a relatively quick decay."
465,506,DX7_YAMAHA/VRC Voice ROMs/vrc102b/10_TUBA     .wav,TUBA     ,"Tuba, which has a warm, deep timbre with a slow attack and long release, typical of a brass instrument."
466,507,DX7_YAMAHA/VRC Voice ROMs/vrc102b/11_RECORDER .wav,RECORDER ,"Recorder, which has a clear, flute-like timbre and a sustained envelope, featuring a prominent downward pitch slide at its conclusion."
467,508,DX7_YAMAHA/VRC Voice ROMs/vrc102b/12_T.RECORDE.wav,T.RECORDE,"Bell, which has a bright, clean timbre and a sharp, percussive attack that rings briefly before fading."
468,510,DX7_YAMAHA/VRC Voice ROMs/vrc102b/14_QUENA    .wav,QUENA    ,"Flute, which has a clear, airy timbre with a gentle attack and a sustained, natural decay."
469,511,DX7_YAMAHA/VRC Voice ROMs/vrc102b/15_BAMBOO FL.wav,BAMBOO FL,"Flute, which has a soft, airy attack and a mellow, woody timbre that decays naturally."
470,512,DX7_YAMAHA/VRC Voice ROMs/vrc102b/16_PANFLUTE1.wav,PANFLUTE1,"Flute, which has a bright, airy timbre and a soft, gradual attack followed by a steady sustain."
471,513,DX7_YAMAHA/VRC Voice ROMs/vrc102b/17_PANFLUTE2.wav,PANFLUTE2,"Pan flute, which has a breathy and airy timbre with a subtle vibrato, and an envelope featuring a soft attack and sustained notes."
472,514,DX7_YAMAHA/VRC Voice ROMs/vrc102b/18_BAGPIPE  .wav,BAGPIPE  ,"Bagpipe, which has a reedy, sustained timbre with a bright, continuous drone quality, characteristic of a wind instrument."
473,515,DX7_YAMAHA/VRC Voice ROMs/vrc102b/19_HARMONICA.wav,HARMONICA,"Harmonica, which has a reedy, bright timbre with a quick attack and a sustained, slightly wavering decay."
474,516,DX7_YAMAHA/VRC Voice ROMs/vrc102b/20_HARMONICA.wav,HARMONICA,"Harmonica, which has a bright, reedy timbre and a sustained envelope typical of a wind instrument."
475,518,DX7_YAMAHA/VRC Voice ROMs/vrc102b/22_ACCORDION.wav,ACCORDION,"Accordion, which has a reedy and somewhat bright timbre with a gradual, expressive envelope that swells and decays like the air movement of the instrument."
476,519,DX7_YAMAHA/VRC Voice ROMs/vrc102b/23_BRASS EN..wav,BRASS EN.,"Brass ensemble, which has a bright yet full timbre with a slow, smooth attack and a long, sustained release."
477,520,DX7_YAMAHA/VRC Voice ROMs/vrc102b/24_BRASS EN..wav,BRASS EN.,"Brass instrument, which has a bright and full timbre with a relatively quick attack and a sustained, gradually fading release."
478,521,DX7_YAMAHA/VRC Voice ROMs/vrc102b/25_BRASS EN..wav,BRASS EN.,"Electronic brass, which has a warm, dark timbre and a slow, swelling attack that builds into a sustained note."
479,522,DX7_YAMAHA/VRC Voice ROMs/vrc102b/26_BRASS EN..wav,BRASS EN.,"Brass, which has a bright, resonant timbre with a smooth, sustained attack and a moderate release."
480,523,DX7_YAMAHA/VRC Voice ROMs/vrc102b/27_BRASS EN..wav,BRASS EN.,"Brass ensemble, which has a bright, full timbre and a sustained envelope that fades gradually."
481,524,DX7_YAMAHA/VRC Voice ROMs/vrc102b/28_BRASS EN..wav,BRASS EN.,"Brass instrument, which has a rich, full timbre with a smooth, slow attack and a sustained, even tone."
482,525,DX7_YAMAHA/VRC Voice ROMs/vrc102b/29_BRASS EN..wav,BRASS EN.,"Brass ensemble, which has a rich, bright timbre and a sustained envelope with a natural decay."
483,526,DX7_YAMAHA/VRC Voice ROMs/vrc102b/30_WIND ENS..wav,WIND ENS.,"Wind ensemble, which features a warm and resonant timbre with a gentle attack and a prolonged, gradual decay."
484,527,DX7_YAMAHA/VRC Voice ROMs/vrc102b/31_WIND ENS..wav,WIND ENS.,"Wind ensemble, which has a full, resonant timbre with a slow, smooth attack and a gradual release."
485,528,DX7_YAMAHA/VRC Voice ROMs/vrc102a/0_PICCOLO  .wav,PICCOLO  ,"Piccolo, which has a very bright, piercing timbre and a clear, sustained tone with a relatively quick attack and release."
486,529,DX7_YAMAHA/VRC Voice ROMs/vrc102a/1_PICCOLO  .wav,PICCOLO  ,"Piccolo, which has a bright and somewhat piercing timbre, characterized by a quick attack and a relatively short, clear decay."
487,530,DX7_YAMAHA/VRC Voice ROMs/vrc102a/2_FLUTE    .wav,FLUTE    ,"Flute, which has a pure, airy timbre and a soft, slow attack and release, mimicking a wind instrument."
488,531,DX7_YAMAHA/VRC Voice ROMs/vrc102a/3_FLUTE    .wav,FLUTE    ,"Flute, which has a bright and airy timbre and an envelope featuring a gentle attack and sustained decay."
489,532,DX7_YAMAHA/VRC Voice ROMs/vrc102a/4_FLUTE    .wav,FLUTE    ,"Flute, which features a gentle onset and a sustained, airy quality."
490,533,DX7_YAMAHA/VRC Voice ROMs/vrc102a/5_ALTO FLUT.wav,ALTO FLUT,"Flute, which has a mellow and breathy timbre with a gentle attack and a relatively slow decay, creating a sustained, flowing quality."
491,534,DX7_YAMAHA/VRC Voice ROMs/vrc102a/6_BASS FLUT.wav,BASS FLUT,"Bass instrument, which has a mellow, flute-like timbre and a slow, smooth envelope."
492,535,DX7_YAMAHA/VRC Voice ROMs/vrc102a/7_OBOE     .wav,OBOE     ,"Oboe, which has a bright and reedy timbre with a soft attack and a natural, sustained decay."
493,536,DX7_YAMAHA/VRC Voice ROMs/vrc102a/8_OBOE     .wav,OBOE     ,"Oboe, which has a reedy and somewhat piercing timbre, characterized by a distinct, moderately fast attack and a sustained presence before a relatively quick decay."
494,537,DX7_YAMAHA/VRC Voice ROMs/vrc102a/9_ENG.HORN .wav,ENG.HORN ,"English horn, which features a reedy, slightly nasal timbre with a slow attack and a sustained, gradual decay."
495,539,DX7_YAMAHA/VRC Voice ROMs/vrc102a/11_CLARINET .wav,CLARINET ,"Clarinet, which has a warm, reedy timbre and a relatively quick attack followed by a steady sustain and a clean release."
496,540,DX7_YAMAHA/VRC Voice ROMs/vrc102a/12_CLARINET .wav,CLARINET ,"Clarinet, which has a warm, reedy timbre and a sustained envelope with a natural attack and decay."
497,541,DX7_YAMAHA/VRC Voice ROMs/vrc102a/13_BASS CLA..wav,BASS CLA.,"Bass, which has a mellow and round timbre with a smooth attack and long sustain."
498,542,DX7_YAMAHA/VRC Voice ROMs/vrc102a/14_BASSOON  .wav,BASSOON  ,"Bassoon, which has a dark, reedy timbre and a gentle, sustained envelope."
499,543,DX7_YAMAHA/VRC Voice ROMs/vrc102a/15_BASSOON  .wav,BASSOON  ,"Bassoon, which has a reedy, dark timbre and a moderate attack with a sustained, resonant decay."
500,544,DX7_YAMAHA/VRC Voice ROMs/vrc102a/16_BASSOON  .wav,BASSOON  ,"Bassoon, which has a reedy and warm timbre with a smooth attack and a slow, natural decay."
501,545,DX7_YAMAHA/VRC Voice ROMs/vrc102a/17_SAXOPHONE.wav,SAXOPHONE,"Saxophone, which has a bright, reedy timbre and a sustained, wind-instrument-like envelope."
502,547,DX7_YAMAHA/VRC Voice ROMs/vrc102a/19_SAXOPHONE.wav,SAXOPHONE,"Saxophone, it has a reedy, somewhat brassy timbre with a distinct attack and decay characteristic of a wind instrument."
503,548,DX7_YAMAHA/VRC Voice ROMs/vrc102a/20_SAXOPHONE.wav,SAXOPHONE,"Saxophone, which has a reedy and resonant timbre with a relatively quick attack and a sustained, slightly wavering decay typical of a wind instrument."
504,549,DX7_YAMAHA/VRC Voice ROMs/vrc102a/21_HORN     .wav,HORN     ,"Horn, which has a bright, full timbre and a sustained envelope with a gentle attack and release."
505,551,DX7_YAMAHA/VRC Voice ROMs/vrc102a/23_HORN     .wav,HORN     ,"Horn, which has a warm, resonant brassy timbre with a smooth attack and a natural, sustained release."
506,552,DX7_YAMAHA/VRC Voice ROMs/vrc102a/24_HORN     .wav,HORN     ,"Horn, which features a bright and full brass timbre with a gradual attack and a sustained release."
507,553,DX7_YAMAHA/VRC Voice ROMs/vrc102a/25_HORN     .wav,HORN     ,"Horn, which has a bright, somewhat buzzy timbre with a sharp attack and a relatively quick decay."
508,554,DX7_YAMAHA/VRC Voice ROMs/vrc102a/26_TRUMPET  .wav,TRUMPET  ,"Trumpet, which has a bright, brassy timbre and a sharp attack followed by a sustained note and a quick release."
509,556,DX7_YAMAHA/VRC Voice ROMs/vrc102a/28_TRUMPET  .wav,TRUMPET  ,"Trumpet, which has a bright and brassy timbre with a clear attack and sustained decay."
510,557,DX7_YAMAHA/VRC Voice ROMs/vrc102a/29_TRUMPET  .wav,TRUMPET  ,"Trumpet, which has a bright, brassy timbre and a quick attack with a sustained decay."
511,558,DX7_YAMAHA/VRC Voice ROMs/vrc102a/30_TRUMPET  .wav,TRUMPET  ,"Trumpet, which has a bright, brassy timbre with a sharp attack and a clear, sustained tone."
512,559,DX7_YAMAHA/VRC Voice ROMs/vrc102a/31_TRUMPET  .wav,TRUMPET  ,"Trumpet, which has a bright, brassy timbre and an envelope characterized by a clear attack and a sustained, natural decay."
513,560,DX7_YAMAHA/VRC Voice ROMs/vrc103a/0_VIOLIN   .wav,VIOLIN   ,"Violin, which has a bright and slightly reedy timbre with a slow, smooth attack and a long, sustained decay."
514,561,DX7_YAMAHA/VRC Voice ROMs/vrc103a/1_VIOLIN   .wav,VIOLIN   ,"Violin, it has a warm, rich timbre with a relatively slow attack and sustained release, characteristic of a bowed string instrument."
515,562,DX7_YAMAHA/VRC Voice ROMs/vrc103a/2_VIOLIN   .wav,VIOLIN   ,"Violin, which has a rich, sustained timbre with a gentle attack and a natural, swelling envelope."
516,563,DX7_YAMAHA/VRC Voice ROMs/vrc103a/3_VIOLIN   .wav,VIOLIN   ,"Violin, which has a warm, sustained timbre with a smooth attack and release, characteristic of a bowed string instrument."
517,564,DX7_YAMAHA/VRC Voice ROMs/vrc103a/4_CELLO    .wav,CELLO    ,"String instrument, which has a warm, rich, and slightly textured timbre with a slow attack and a long sustain."
518,565,DX7_YAMAHA/VRC Voice ROMs/vrc103a/5_CELLO    .wav,CELLO    ,"String instrument, which has a warm, resonant timbre and a slow attack and decay, characteristic of a bowed sound."
519,566,DX7_YAMAHA/VRC Voice ROMs/vrc103a/6_CONTRABAS.wav,CONTRABAS,"Contrabass, which has a deep, resonant timbre and a sustained, plucked envelope."
520,567,DX7_YAMAHA/VRC Voice ROMs/vrc103a/7_STRINGS  .wav,STRINGS  ,"Orchestral strings, which have a lush, full timbre with a slow, swelling attack and long sustain."
521,568,DX7_YAMAHA/VRC Voice ROMs/vrc103a/8_STRINGS  .wav,STRINGS  ,"Strings, which have a warm, rich timbre with a slow attack and a long release."
522,569,DX7_YAMAHA/VRC Voice ROMs/vrc103a/9_STRINGS  .wav,STRINGS  ,"String ensemble, which has a rich, full timbre with a slow attack, long sustain, and gradual release, mimicking the sound of bowed string instruments."
523,570,DX7_YAMAHA/VRC Voice ROMs/vrc103a/10_STRINGS  .wav,STRINGS  ,"String section, which has a full, rich timbre and an envelope characterized by a gradual attack and long sustain."
524,571,DX7_YAMAHA/VRC Voice ROMs/vrc103a/11_STRINGS  .wav,STRINGS  ,"String ensemble, which has a full, warm timbre with a slow attack and long, sustained notes that fade out gradually."
525,572,DX7_YAMAHA/VRC Voice ROMs/vrc103a/12_STRINGS  .wav,STRINGS  ,"String section, which has a warm, full timbre with a slow attack and a long, sustained release."
526,573,DX7_YAMAHA/VRC Voice ROMs/vrc103a/13_STRINGS  .wav,STRINGS  ,"Strings, which has a rich, full timbre with a slow attack, long sustain, and slow release, typical of a bowed string section."
527,574,DX7_YAMAHA/VRC Voice ROMs/vrc103a/14_STRINGS  .wav,STRINGS  ,"String pad, which has a warm and evolving timbre with a slow attack and a long, smooth release."
528,575,DX7_YAMAHA/VRC Voice ROMs/vrc103a/15_STRINGS  .wav,STRINGS  ,"Orchestral strings, which possess a rich, bowing timbre that swells with a slow attack and sustains for a long duration."
529,576,DX7_YAMAHA/VRC Voice ROMs/vrc103a/16_STRINGS 1.wav,STRINGS 1,"Strings, which have a warm and full timbre with a gentle attack and long sustain."
530,577,DX7_YAMAHA/VRC Voice ROMs/vrc103a/17_STRINGS 1.wav,STRINGS 1,"String ensemble, which has a warm, full timbre with a slow, gradual attack and a long, smooth sustain."
531,578,DX7_YAMAHA/VRC Voice ROMs/vrc103a/18_STR.PIZZ..wav,STR.PIZZ.,"Pizzicato string, it has a bright, percussive timbre with a very fast attack and rapid decay."
532,580,DX7_YAMAHA/VRC Voice ROMs/vrc103a/20_STR.PIZZ..wav,STR.PIZZ.,"Plucked string instrument, it has a very fast attack and rapid decay, creating a percussive and short sound with a bright initial transient."
533,581,DX7_YAMAHA/VRC Voice ROMs/vrc103a/21_STR.PIZZ..wav,STR.PIZZ.,"Plucked string instrument, which features a bright, percussive initial attack followed by a rapid decay and minimal sustain."
534,582,DX7_YAMAHA/VRC Voice ROMs/vrc103a/22_M. VOICE .wav,M. VOICE ,"Vocal pad, which has a warm, evolving timbre reminiscent of a choir, with a slow attack and long release."
535,585,DX7_YAMAHA/VRC Voice ROMs/vrc103a/25_M. VOICE .wav,M. VOICE ,"Vocal pad, which has a warm, airy timbre with a slow attack and release, creating a sustained and evolving atmosphere."
536,586,DX7_YAMAHA/VRC Voice ROMs/vrc103a/26_M. VOICE .wav,M. VOICE ,"Vocal pad, which has a mellow, evolving timbre reminiscent of a choir, with a slow attack and long release."
537,587,DX7_YAMAHA/VRC Voice ROMs/vrc103a/28_F. VOICE .wav,F. VOICE ,"Vocal pad, which has a warm, airy timbre and a slow attack and release, creating a soft, sustained texture."
538,589,DX7_YAMAHA/VRC Voice ROMs/vrc103a/30_F. VOICE .wav,F. VOICE ,"Vocal pad, which has an ethereal timbre with a soft attack and a long, smooth sustain."
539,590,DX7_YAMAHA/VRC Voice ROMs/vrc103a/31_F. VOICE .wav,F. VOICE ,"Vocal pad, which has a slow attack and release, creating a sustained, airy, and warm texture."
540,591,DX7_YAMAHA/VRC Voice ROMs/vrc101a/0_PIANO    .wav,PIANO    ,"Acoustic piano, which has a bright, percussive attack and a clear, resonant tone that decays naturally."
541,592,DX7_YAMAHA/VRC Voice ROMs/vrc101a/1_PIANO    .wav,PIANO    ,"Piano, which has a clean, bell-like timbre with a gentle attack and a very long, resonant decay."
542,593,DX7_YAMAHA/VRC Voice ROMs/vrc101a/2_PIANO    .wav,PIANO    ,"Piano, which has a bright and clear timbre with a percussive attack and a natural decay."
543,594,DX7_YAMAHA/VRC Voice ROMs/vrc101a/3_HONKEY.P..wav,HONKEY.P.,"Honky-tonk piano, which has a bright, slightly metallic timbre with a characteristic percussive attack and a relatively quick decay."
544,595,DX7_YAMAHA/VRC Voice ROMs/vrc101a/4_PLEPIARD .wav,PLEPIARD ,"Electric piano, which has a bright, bell-like timbre with a clear, percussive attack and a moderately decaying sustain."
545,596,DX7_YAMAHA/VRC Voice ROMs/vrc101a/5_PIANO-CP .wav,PIANO-CP ,"Electric piano, which features a bright, percussive attack followed by a warm, bell-like sustain and a gradual decay."
546,597,DX7_YAMAHA/VRC Voice ROMs/vrc101a/6_E.PIANO  .wav,E.PIANO  ,"Electric piano, which has a mellow, bell-like timbre with a smooth, lingering decay."
547,598,DX7_YAMAHA/VRC Voice ROMs/vrc101a/7_E.PIANO  .wav,E.PIANO  ,"Electric piano, which has a warm, bell-like timbre with a soft attack and a smooth, sustained decay."
548,599,DX7_YAMAHA/VRC Voice ROMs/vrc101a/8_E.PIANO  .wav,E.PIANO  ,"Electric piano, which has a warm, mellow timbre and a soft attack with a natural decay."
549,600,DX7_YAMAHA/VRC Voice ROMs/vrc101a/9_E.PIANO  .wav,E.PIANO  ,"Electric piano, which has a warm, bell-like timbre with a soft attack and a smooth, natural decay."
550,601,DX7_YAMAHA/VRC Voice ROMs/vrc101a/10_CEMBALO  .wav,CEMBALO  ,"Harpsichord, the sound is bright and plucked, featuring a rapid attack and a quick decay."
551,602,DX7_YAMAHA/VRC Voice ROMs/vrc101a/11_CEMBALO  .wav,CEMBALO  ,"Harpsichord, which has a bright, plucky timbre with a very fast attack and a relatively quick decay, giving it a somewhat brittle quality."
552,603,DX7_YAMAHA/VRC Voice ROMs/vrc101a/12_E-CEMBALO.wav,E-CEMBALO,"Electric harpsichord, which has a bright, reedy timbre with a very sharp, percussive attack and a rapid decay, resembling a plucked string instrument."
553,604,DX7_YAMAHA/VRC Voice ROMs/vrc101a/13_CLAVI.   .wav,CLAVI.   ,"Clavinet, which has a bright, percussive timbre with a rapid attack and quick decay."
554,605,DX7_YAMAHA/VRC Voice ROMs/vrc101a/14_CLAVI.   .wav,CLAVI.   ,"Clavinet, which features a bright, percussive timbre with a sharp attack and quick decay."
555,607,DX7_YAMAHA/VRC Voice ROMs/vrc101a/16_CLAVI.   .wav,CLAVI.   ,"Clavinet, which has a bright, percussive timbre with a sharp attack and a very short decay."
556,609,DX7_YAMAHA/VRC Voice ROMs/vrc101a/18_CELESTE  .wav,CELESTE  ,"Celeste, which has a delicate, bell-like timbre with a clear, ringing decay."
557,610,DX7_YAMAHA/VRC Voice ROMs/vrc101a/19_AC.GUITAR.wav,AC.GUITAR,"Acoustic guitar, which has a bright, plucked timbre with a quick attack and a natural decay."
558,611,DX7_YAMAHA/VRC Voice ROMs/vrc101a/20_AC.GUITAR.wav,AC.GUITAR,"Acoustic guitar, which has a bright and clear timbre with a relatively quick decay after a sharp attack."
559,612,DX7_YAMAHA/VRC Voice ROMs/vrc101a/21_AC.GUITAR.wav,AC.GUITAR,"Acoustic guitar, which has a bright and resonant timbre with a clear plucked attack that decays relatively quickly."
560,613,DX7_YAMAHA/VRC Voice ROMs/vrc101a/22_AC.GUITAR.wav,AC.GUITAR,"Plucked string instrument, which has a bright, slightly metallic timbre with a quick attack and a relatively fast decay."
561,614,DX7_YAMAHA/VRC Voice ROMs/vrc101a/23_12S.GUITA.wav,12S.GUITA,"Electric guitar, which has a clean, bright timbre with a clear plucked attack and a moderate sustain that gradually fades."
562,616,DX7_YAMAHA/VRC Voice ROMs/vrc101a/25_E.GUITAR .wav,E.GUITAR ,"Electric guitar, it has a bright and clean timbre with a quick attack and a moderate, natural decay."
563,617,DX7_YAMAHA/VRC Voice ROMs/vrc101a/26_E.GUITAR .wav,E.GUITAR ,"Electric guitar, which has a bright, slightly overdriven timbre with a fast attack, decaying sustain, and a subtle vibrato."
564,618,DX7_YAMAHA/VRC Voice ROMs/vrc101a/27_E.GUITAR .wav,E.GUITAR ,"Electric guitar, which has a bright, clean timbre with a sharp attack and a lingering decay."
565,619,DX7_YAMAHA/VRC Voice ROMs/vrc101a/28_E.GUITAR .wav,E.GUITAR ,"Electric guitar, which has a heavily distorted and gritty timbre with a long, sustained envelope."
566,620,DX7_YAMAHA/VRC Voice ROMs/vrc101a/29_E.BASS   .wav,E.BASS   ,"Electric bass, which has a clean, round timbre with a distinct pluck and a moderate decay."
567,621,DX7_YAMAHA/VRC Voice ROMs/vrc101a/30_E.BASS   .wav,E.BASS   ,"Electronic bass, which has a deep and warm timbre with a quick attack and moderate sustain."
568,622,DX7_YAMAHA/VRC Voice ROMs/vrc101a/31_E.BASS   .wav,E.BASS   ,"Electric bass, which has a deep, resonant timbre and a quick attack followed by a sustained decay."
569,623,DX7_YAMAHA/VRC Voice ROMs/vrc103b/1_M.CHORUS .wav,M.CHORUS ,"Electronic pad, which has a rich, sustained timbre with a slow attack and gradual release, giving it a lush, evolving quality."
570,624,DX7_YAMAHA/VRC Voice ROMs/vrc103b/2_M.CHORUS .wav,M.CHORUS ,"Choir, which has a warm, rich, and slightly swirling timbre with a slow attack and long release, creating a sustained and ethereal quality."
571,625,DX7_YAMAHA/VRC Voice ROMs/vrc103b/3_M.CHORUS .wav,M.CHORUS ,"Pad, which has a bright, shimmering timbre with a wide, chorused quality, and a gentle attack followed by a long, sustained decay."
572,626,DX7_YAMAHA/VRC Voice ROMs/vrc103b/4_F.CHORUS .wav,F.CHORUS ,"Pad, which has a warm, rich, and wavering timbre with a slow attack and release, creating a sustained and ethereal quality."
573,627,DX7_YAMAHA/VRC Voice ROMs/vrc103b/5_F.CHORUS .wav,F.CHORUS ,"Choir, which has a gentle, swelling attack and a rich, sustained timbre with a gradual release."
574,628,DX7_YAMAHA/VRC Voice ROMs/vrc103b/6_F.CHORUS .wav,F.CHORUS ,"electronic pad, which possesses a lush, shimmering timbre and a slow attack with a long sustain."
575,629,DX7_YAMAHA/VRC Voice ROMs/vrc103b/7_CHORUS   .wav,CHORUS   ,"Pad, which has a lush, evolving timbre with a soft attack and a long, resonant decay."
576,630,DX7_YAMAHA/VRC Voice ROMs/vrc103b/8_CHORUS   .wav,CHORUS   ,"Choir pad, which has a warm, lush timbre with a slow attack and long sustain, creating a soft and ethereal quality."
577,631,DX7_YAMAHA/VRC Voice ROMs/vrc103b/9_CHORUS   .wav,CHORUS   ,"chime-like keyboard, which has a clear, bright, and shimmering timbre with a soft attack, long sustain, and very slow release."
578,632,DX7_YAMAHA/VRC Voice ROMs/vrc103b/10_CHORUS   .wav,CHORUS   ,"Pad, which has a bright and shimmery timbre with a spacious, layered quality, and a smooth, sustained envelope."
579,633,DX7_YAMAHA/VRC Voice ROMs/vrc103b/11_CHORUS   .wav,CHORUS   ,"Electronic pad, which has a warm, spacious timbre with a slow attack and long release, creating a sustained and enveloping texture."
580,634,DX7_YAMAHA/VRC Voice ROMs/vrc103b/12_CHORUS   .wav,CHORUS   ,"Electronic pad, which has a bright, shimmering timbre with a gentle attack and a sustained, wavering character due to a prominent chorus effect."
581,635,DX7_YAMAHA/VRC Voice ROMs/vrc103b/13_VOC.VOICE.wav,VOC.VOICE,"Vocal pad, which has a soft, swelling attack and a rich, evolving timbre that slowly fades."
582,636,DX7_YAMAHA/VRC Voice ROMs/vrc103b/14_WHISTLE  .wav,WHISTLE  ,"Whistle, which has a very pure and bright timbre with a clear attack and a sustained, airy release."
583,637,DX7_YAMAHA/VRC Voice ROMs/vrc103b/15_WHISTLE  .wav,WHISTLE  ,"Whistle, which has a pure, high-pitched timbre with a soft attack and gradual decay, exhibiting a subtle wavering quality."
584,638,DX7_YAMAHA/VRC Voice ROMs/vrc103b/16_E. ORGAN .wav,E. ORGAN ,"Electric organ, which has a bright, sustained timbre with a quick attack and a gradual release."
585,639,DX7_YAMAHA/VRC Voice ROMs/vrc103b/17_E. ORGAN .wav,E. ORGAN ,"Electronic organ, which has a bright, reedy timbre with an immediate attack and a sustained presence."
586,640,DX7_YAMAHA/VRC Voice ROMs/vrc103b/18_E. ORGAN .wav,E. ORGAN ,"Organ, which has a bright, reedy timbre with an immediate attack and a long sustain."
587,641,DX7_YAMAHA/VRC Voice ROMs/vrc103b/19_E. ORGAN .wav,E. ORGAN ,"Electronic organ, which has a bright, reedy timbre with an instantaneous attack and a relatively quick release."
588,642,DX7_YAMAHA/VRC Voice ROMs/vrc103b/20_E. ORGAN .wav,E. ORGAN ,"Electronic organ, which has a bright, sustained timbre with a slow attack and long release."
589,643,DX7_YAMAHA/VRC Voice ROMs/vrc103b/21_E. ORGAN .wav,E. ORGAN ,"Electric organ, which has a bright, reedy timbre with a quick attack and a continuously sustained sound."
590,644,DX7_YAMAHA/VRC Voice ROMs/vrc103b/22_E. ORGAN .wav,E. ORGAN ,"Electric organ, which features a rich, reedy timbre with an immediate attack and a sustained sound."
591,645,DX7_YAMAHA/VRC Voice ROMs/vrc103b/23_E. ORGAN .wav,E. ORGAN ,"Electronic organ, which has a bright, sustained timbre and a smooth, lingering envelope."
592,646,DX7_YAMAHA/VRC Voice ROMs/vrc103b/24_E. ORGAN .wav,E. ORGAN ,"Electric organ, which has a clear, bright, and sustained timbre with a relatively quick attack and decay."
593,647,DX7_YAMAHA/VRC Voice ROMs/vrc103b/25_E. ORGAN1.wav,E. ORGAN1,"Electronic organ, which has a bright, reedy timbre with an immediate attack and a sustained presence."
594,648,DX7_YAMAHA/VRC Voice ROMs/vrc103b/26_BARREL OR.wav,BARREL OR,"Electric organ, which features a bright, slightly reedy timbre with a soft attack and a long, lingering sustain."
